2.500000000000000052e-03 7.878735344792660713e+09 1.438453690985394239e+09 9.102465807908825874e+08 4.484534659288740903e+07
7.499999999999999722e-03 1.750830059604170084e+09 3.914975030324932933e+08 8.709208843867152929e+08 4.484534659288740903e+07
1.250000000000000069e-02 2.888869609577718735e+09 3.895350986903075576e+08 8.076177670415741205e+08 4.484534659288740903e+07
1.749999999999999820e-02 3.376600862053997517e+09 3.559249824459549189e+08 7.364221163755728006e+08 4.484534659288740903e+07
2.249999999999999917e-02 3.151494178756476402e+09 3.032526687424317002e+08 6.666859198616590500e+08 4.484534659288740903e+07
2.750000000000000014e-02 2.411370578535415173e+09 2.399403405020915568e+08 6.023369063235644102e+08 4.484534659288740903e+07
3.250000000000000111e-02 2.282813153600463867e+09 2.147489972212526798e+08 5.445339934568580389e+08 4.484534659288740903e+07
3.750000000000000555e-02 1.995946403739803076e+09 1.869375082420206964e+08 4.932354089357509613e+08 4.484534659288740903e+07
4.250000000000000305e-02 1.869268729281375170e+09 1.699335208437613845e+08 4.479304819099222422e+08 4.484534659288740903e+07
4.750000000000000056e-02 1.907483487197757006e+09 1.623757775791562200e+08 4.079646182924381495e+08 4.484534659288740903e+07
5.250000000000000500e-02 1.588253198749502420e+09 1.409346814511335492e+08 3.726786369420242310e+08 4.484534659288740903e+07
5.750000000000000250e-02 1.347378138623086929e+09 1.240362115127502382e+08 3.414633978873001933e+08 4.484534659288740903e+07
6.250000000000000000e-02 1.239587924116131544e+09 1.141133179594583660e+08 3.137769407382865548e+08 4.484534659288740903e+07
6.750000000000000444e-02 1.206127649219750166e+09 1.083134603604786098e+08 2.891459701167475581e+08 4.484534659288740903e+07
7.250000000000000888e-02 1.014274232404008746e+09 9.583990643435491621e+07 2.671612840974806547e+08 4.484534659288740903e+07
7.749999999999999944e-02 1.025083070516013145e+09 9.318937004691028595e+07 2.474711593375615478e+08 4.484534659288740903e+07
8.250000000000000389e-02 8.833736503104711771e+08 8.384611634292556345e+07 2.297743355767947435e+08 4.484534659288740903e+07
8.750000000000000833e-02 7.428524687497712374e+08 7.465948222521822155e+07 2.138132782374386787e+08 4.484534659288740903e+07
9.249999999999999889e-02 6.672084996809705496e+08 6.881730222554063797e+07 1.993680021436270475e+08 4.484534659288740903e+07
9.750000000000000333e-02 7.272682194371641874e+08 6.998141704418443143e+07 1.862505638423781097e+08 4.484534659288740903e+07
1.025000000000000078e-01 6.213314847790535688e+08 6.308665403471896052e+07 1.743002422067968249e+08 4.484534659288740903e+07
1.074999999999999983e-01 6.229701288158630133e+08 6.168323423948890716e+07 1.633793790462962687e+08 4.484534659288740903e+07
1.125000000000000028e-01 6.302992245427405834e+08 6.065057115996060520e+07 1.533698254869513512e+08 4.484534659288740903e+07
