1.250000000000000026e-03 5.015758701746321321e+08 2.895849636643446088e+08 6.840480214613387585e+08 7.002010163560023904e+07
3.749999999999999861e-03 3.901145656913805604e+08 1.474494462347662151e+08 6.749264277237389088e+08 7.002010163560023904e+07
6.250000000000000347e-03 5.350142490400031209e+08 1.337535622600007802e+08 6.578321804678355455e+08 7.002010163560023904e+07
8.749999999999999098e-03 5.015758701746321917e+08 1.094528281827902496e+08 6.346591416801575422e+08 7.002010163560023904e+07
1.124999999999999958e-02 5.573065151942645311e+08 1.017497832721647620e+08 6.074943789901112318e+08 7.002010163560023904e+07
1.375000000000000007e-02 4.255795262087787986e+08 8.042697067350885272e+07 5.781919971842757463e+08 7.002010163560023904e+07
1.625000000000000056e-02 5.916023084111045599e+08 8.722700161788600683e+07 5.481779906252962351e+08 7.002010163560023904e+07
1.875000000000000278e-02 5.350142615196076632e+08 7.722265697715857625e+07 5.184391834258922338e+08 7.002010163560023904e+07
2.125000000000000153e-02 4.524017714629665613e+08 6.670300215244050324e+07 4.896023497855868936e+08 7.002010163560023904e+07
2.375000000000000028e-02 5.103754531100921631e+08 6.701558016705080122e+07 4.620328977844765186e+08 7.002010163560023904e+07
2.625000000000000250e-02 3.662300085807664394e+08 5.399766886777296662e+07 4.359196815552139878e+08 7.002010163560023904e+07
2.875000000000000125e-02 4.070760809327690005e+08 5.439782947146721184e+07 4.113374829650216699e+08 7.002010163560023904e+07
3.125000000000000000e-02 4.480744607453424931e+08 5.474100789950959384e+07 3.882896781049911380e+08 7.002010163560023904e+07
3.375000000000000222e-02 3.034224530887662768e+08 4.334606472696661204e+07 3.667363413550018072e+08 7.002010163560023904e+07
3.625000000000000444e-02 3.228534505549965501e+08 4.314310707551994175e+07 3.466124789552660584e+08 7.002010163560023904e+07
3.874999999999999972e-02 2.642711743060097992e+08 3.775302490085854381e+07 3.278397746728162766e+08 7.002010163560023904e+07
4.125000000000000194e-02 3.242510916529964209e+08 4.053138645662455261e+07 3.103340936202449203e+08 7.002010163560023904e+07
4.375000000000000416e-02 3.439377682004755139e+08 4.053345470012051612e+07 2.940102018580874205e+08 7.002010163560023904e+07
4.624999999999999944e-02 2.937156274266834259e+08 3.643093989257151634e+07 2.787846538244183660e+08 7.002010163560023904e+07
4.875000000000000167e-02 2.829402649180619717e+08 3.482753906685163826e+07 2.645774787731707394e+08 7.002010163560023904e+07
5.125000000000000389e-02 2.487490385046652853e+08 3.184905077644514292e+07 2.513130888631424606e+08 7.002010163560023904e+07
5.374999999999999917e-02 2.294029478549141884e+08 2.986571995702200010e+07 2.389206918295121193e+08 7.002010163560023904e+07
5.625000000000000139e-02 2.563610381836183667e+08 3.086224227968834713e+07 2.273343958351610601e+08 7.002010163560023904e+07
5.875000000000000361e-02 1.814210891373759508e+08 2.540403379417378828e+07 2.164931289599247873e+08 7.002010163560023904e+07
6.124999999999999889e-02 2.286094504813528061e+08 2.792908953990714625e+07 2.063404518094575107e+08 7.002010163560023904e+07
6.375000000000000111e-02 1.966964579104171693e+08 2.539340352483446151e+07 1.968243126024903357e+08 7.002010163560023904e+07
6.625000000000000333e-02 1.735011234379895329e+08 2.339488671182210743e+07 1.878967752194275260e+08 7.002010163560023904e+07
6.875000000000000555e-02 1.854311213502354622e+08 2.374202222014236078e+07 1.795137387086296976e+08 7.002010163560023904e+07
7.125000000000000777e-02 1.818579621213284135e+08 2.309598428540454432e+07 1.716346592668671012e+08 7.002010163560023904e+07
7.374999999999999611e-02 1.416881361704441905e+08 2.003772837996080518e+07 1.642222811046668589e+08 7.002010163560023904e+07
7.624999999999999833e-02 1.644511515097062886e+08 2.123055236872417480e+07 1.572423797951268554e+08 7.002010163560023904e+07
7.875000000000000056e-02 1.671920071756759882e+08 2.106421296116977185e+07 1.506635199930104613e+08 7.002010163560023904e+07
8.125000000000000278e-02 1.491867169930040836e+08 1.958917563840432093e+07 1.444568283661397099e+08 7.002010163560023904e+07
8.375000000000000500e-02 1.297609661352675408e+08 1.799460834440205246e+07 1.385957819382665455e+08 7.002010163560023904e+07
8.625000000000000722e-02 1.211536360626412928e+08 1.713371152506014332e+07 1.330560116423167437e+08 7.002010163560023904e+07
8.875000000000000944e-02 1.083215912421853095e+08 1.597114730655897595e+07 1.278151206307538301e+08 7.002010163560023904e+07
9.124999999999999778e-02 1.145150856892476976e+08 1.619487872780512273e+07 1.228525167302556038e+08 7.002010163560023904e+07
9.375000000000000000e-02 1.159198069554108977e+08 1.607518491613927670e+07 1.181492583284301311e+08 7.002010163560023904e+07
9.625000000000000222e-02 1.281081812854233235e+08 1.667826460928322189e+07 1.136879129215429127e+08 7.002010163560023904e+07
9.875000000000000444e-02 9.735232545282576978e+07 1.435381730099281482e+07 1.094524275225311369e+08 7.002010163560023904e+07
1.012500000000000067e-01 8.669216964746995270e+07 1.337689219208659977e+07 1.054280101202063262e+08 7.002010163560023904e+07
1.037500000000000089e-01 1.027324619995124489e+08 1.438542205210816115e+07 1.016010213884100169e+08 7.002010163560023904e+07
1.062499999999999972e-01 1.042491607889905423e+08 1.431972351715329848e+07 9.795887586389273405e+07 7.002010163560023904e+07
1.087499999999999994e-01 1.056961266572782844e+08 1.425206281104688719e+07 9.448995184088236094e+07 7.002010163560023904e+07
1.112500000000000017e-01 1.014423731677094251e+08 1.380455847543820739e+07 9.118350926595921814e+07 7.002010163560023904e+07
1.137500000000000039e-01 9.553832257557035983e+07 1.324878156992452964e+07 8.802961495693059266e+07 7.002010163560023904e+07
1.162500000000000061e-01 8.629268083018888533e+07 1.245527562660100311e+07 8.501907451205229759e+07 7.002010163560023904e+07
1.187500000000000083e-01 8.623591202646569908e+07 1.231941600378081389e+07 8.214337031975659728e+07 7.002010163560023904e+07
1.212499999999999967e-01 8.962874346127961576e+07 1.242927039634812996e+07 7.939460512282635272e+07 7.002010163560023904e+07
1.237499999999999989e-01 6.079712165609477460e+07 1.013285360934912972e+07 7.676545063389715552e+07 7.002010163560023904e+07
1.262500000000000011e-01 5.462711843170569092e+07 9.509360728205623105e+06 7.424910074050240219e+07 7.002010163560023904e+07
1.287500000000000033e-01 6.655219327600254118e+07 1.039370638585091010e+07 7.183922887727195024e+07 7.002010163560023904e+07
1.312500000000000056e-01 6.369222881867247075e+07 1.007062561598103121e+07 6.952994917997094989e+07 7.002010163560023904e+07
1.337500000000000078e-01 7.343952342643271387e+07 1.071225546020603552e+07 6.731578107067774236e+07 7.002010163560023904e+07
1.362500000000000100e-01 8.129524712145812809e+07 1.116676099095152505e+07 6.519161695552693307e+07 7.002010163560023904e+07
1.387500000000000122e-01 5.573070599673219770e+07 9.162071627675374970e+06 6.315269274602776021e+07 7.002010163560023904e+07
1.412500000000000144e-01 5.178517107734595239e+07 8.753291533572610468e+06 6.119456094211961329e+07 7.002010163560023904e+07
1.437500000000000167e-01 6.251531817960466444e+07 9.533496646277600899e+06 5.931306603994890302e+07 7.002010163560023904e+07
1.462499999999999911e-01 6.144668248091583699e+07 9.370531230021171272e+06 5.750432204994101822e+07 7.002010163560023904e+07
1.487499999999999933e-01 5.479406346870481223e+07 8.774072222722470760e+06 5.576469193126869947e+07 7.002010163560023904e+07
1.512499999999999956e-01 4.697961201933258772e+07 8.056936991859541275e+06 5.409076876742622256e+07 7.002010163560023904e+07
1.537499999999999978e-01 6.252714747565129399e+07 9.219124936595764011e+06 5.247935852444031090e+07 7.002010163560023904e+07
1.562500000000000000e-01 5.216395445122302324e+07 8.352917721447000280e+06 5.092746424846126884e+07 7.002010163560023904e+07
1.587500000000000022e-01 4.212716055550523847e+07 7.447100225233050063e+06 4.943227157319206744e+07 7.002010163560023904e+07
1.612500000000000044e-01 4.665828143678475916e+07 7.776380239464127459e+06 4.799113541998058558e+07 7.002010163560023904e+07
1.637500000000000067e-01 3.318318117706783488e+07 6.507757244036680087e+06 4.660156778455555439e+07 7.002010163560023904e+07
1.662500000000000089e-01 4.776919692904920131e+07 7.749187012105618604e+06 4.526122651442113519e+07 7.002010163560023904e+07
1.687500000000000111e-01 5.201534993091917783e+07 8.026142743791295215e+06 4.396790498996778578e+07 7.002010163560023904e+07
1.712500000000000133e-01 3.905219349146015942e+07 6.903517709505158477e+06 4.271952263050339371e+07 7.002010163560023904e+07
1.737500000000000155e-01 4.691004475076559931e+07 7.511618860854113474e+06 4.151411615374752134e+07 7.002010163560023904e+07
1.762500000000000178e-01 4.387313528238604963e+07 7.212699010335206985e+06 4.034983152393466979e+07 7.002010163560023904e+07
1.787499999999999922e-01 3.039858650222646818e+07 5.961653298480422236e+06 3.922491652964333445e+07 7.002010163560023904e+07
1.812499999999999944e-01 3.920369609530166537e+07 6.723378412701134570e+06 3.813771393782906234e+07 7.002010163560023904e+07
1.837499999999999967e-01 2.957141679753391817e+07 5.799431972892726772e+06 3.708665517540361732e+07 7.002010163560023904e+07
1.862499999999999989e-01 3.590706017812392116e+07 6.347531436106217094e+06 3.607025449407642335e+07 7.002010163560023904e+07
1.887500000000000011e-01 4.428933955897169560e+07 7.002759453547392972e+06 3.508710357813430578e+07 7.002010163560023904e+07
1.912500000000000033e-01 4.261763618146795034e+07 6.824283401275346987e+06 3.413586655842283368e+07 7.002010163560023904e+07
1.937500000000000056e-01 2.912381531744801998e+07 5.604880871119187213e+06 3.321527539902919531e+07 7.002010163560023904e+07
